id,text,file,node,lineNumber
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-24,The [yellow]yellow[/yellow] gem,/Users/josh/Code/yarn/cmd/terminal.yarn,Start,30
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-25,[yellow]Shiny![/],/Users/josh/Code/yarn/cmd/terminal.yarn,Start,31
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-26,The [green]green[/green] gem,/Users/josh/Code/yarn/cmd/terminal.yarn,Start,32
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-27,[green]Groovy![/],/Users/josh/Code/yarn/cmd/terminal.yarn,Start,33
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-28,The [cyan]cyan[/cyan] gem,/Users/josh/Code/yarn/cmd/terminal.yarn,Start,34
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-29,[cyan]Glowy![/],/Users/josh/Code/yarn/cmd/terminal.yarn,Start,35
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-30,The [blue]blue[/blue] gem,/Users/josh/Code/yarn/cmd/terminal.yarn,Start,36
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-31,[blue]Cool![/],/Users/josh/Code/yarn/cmd/terminal.yarn,Start,37
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-32,The [purple]purple[/purple] gem,/Users/josh/Code/yarn/cmd/terminal.yarn,Start,38
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-33,[purple]High-frequency![/],/Users/josh/Code/yarn/cmd/terminal.yarn,Start,39
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-34,The [grey]gray[/grey] gem,/Users/josh/Code/yarn/cmd/terminal.yarn,Start,40
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-35,[b]First of all how [u]dare[/u] you[/b],/Users/josh/Code/yarn/cmd/terminal.yarn,Start,41
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-36,The [white]white[/white] gem,/Users/josh/Code/yarn/cmd/terminal.yarn,Start,42
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-37,[white]6500K![/white],/Users/josh/Code/yarn/cmd/terminal.yarn,Start,43
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-38,That's the end! Enjoy the [b][/b]gem[u][/u]stone[b/]!,/Users/josh/Code/yarn/cmd/terminal.yarn,Start,44
line:/Users/josh/Code/yarn/cmd/terminal.yarn-Start-39,"Before disembarking, please remember to [select value={0} yes=""[blink]"" no=""[b]""/]always[/] use escape sequences [b][reverse][red]r[/red][yellow]e[/yellow][green]s[/green][cyan]p[/cyan][blue]o[/blue][purple]n[/purple][red]s[/red][yellow]i[/yellow][green]b[/green][cyan]l[/cyan][blue]y[/]",/Users/josh/Code/yarn/cmd/terminal.yarn,Start,45
